turn,q_index,lang,lang_id,rule_desc,input,target,pred,ce_query,conf_context,zslow_rule_l1,zslow_think_l1,zlang_norm,mem_items,timestamp
628,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,631,2025-10-17T13:19:39
628,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,631,2025-10-17T13:19:39
629,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,632,2025-10-17T13:19:39
629,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,632,2025-10-17T13:19:39
630,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,633,2025-10-17T13:19:39
630,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,633,2025-10-17T13:19:39
631,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,634,2025-10-17T13:19:39
631,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,634,2025-10-17T13:19:39
632,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,635,2025-10-17T13:19:39
632,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,635,2025-10-17T13:19:39
633,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,636,2025-10-17T13:19:39
633,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,636,2025-10-17T13:19:39
634,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,637,2025-10-17T13:19:39
634,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,637,2025-10-17T13:19:39
635,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,638,2025-10-17T13:19:39
635,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,638,2025-10-17T13:19:39
636,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,639,2025-10-17T13:19:39
636,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,639,2025-10-17T13:19:39
637,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,640,2025-10-17T13:19:39
637,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,640,2025-10-17T13:19:39
638,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,641,2025-10-17T13:19:40
638,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,641,2025-10-17T13:19:40
639,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,642,2025-10-17T13:19:40
639,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,642,2025-10-17T13:19:40
640,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,643,2025-10-17T13:19:40
640,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,643,2025-10-17T13:19:40
641,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,644,2025-10-17T13:19:40
641,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,644,2025-10-17T13:19:40
642,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,645,2025-10-17T13:19:40
642,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,645,2025-10-17T13:19:40
643,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,646,2025-10-17T13:19:40
643,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,646,2025-10-17T13:19:40
644,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,647,2025-10-17T13:19:40
644,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,647,2025-10-17T13:19:40
645,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,648,2025-10-17T13:19:40
645,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,648,2025-10-17T13:19:40
646,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,649,2025-10-17T13:19:40
646,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,649,2025-10-17T13:19:40
647,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,650,2025-10-17T13:19:40
647,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,650,2025-10-17T13:19:40
648,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,651,2025-10-17T13:19:41
648,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,651,2025-10-17T13:19:41
649,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,652,2025-10-17T13:19:41
649,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,652,2025-10-17T13:19:41
650,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,653,2025-10-17T13:19:41
650,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,653,2025-10-17T13:19:41
651,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,654,2025-10-17T13:19:41
651,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,654,2025-10-17T13:19:41
652,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,655,2025-10-17T13:19:41
652,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,655,2025-10-17T13:19:41
653,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,656,2025-10-17T13:19:41
653,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,656,2025-10-17T13:19:41
654,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,657,2025-10-17T13:19:41
654,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,657,2025-10-17T13:19:41
655,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,658,2025-10-17T13:19:41
655,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,658,2025-10-17T13:19:41
656,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,659,2025-10-17T13:19:41
656,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,659,2025-10-17T13:19:41
657,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,660,2025-10-17T13:19:41
657,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,660,2025-10-17T13:19:41
658,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,661,2025-10-17T13:19:42
658,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,661,2025-10-17T13:19:42
659,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,662,2025-10-17T13:19:42
659,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,662,2025-10-17T13:19:42
660,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,663,2025-10-17T13:19:42
660,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,663,2025-10-17T13:19:42
661,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,664,2025-10-17T13:19:42
661,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,664,2025-10-17T13:19:42
662,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,665,2025-10-17T13:19:42
662,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,665,2025-10-17T13:19:42
663,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,666,2025-10-17T13:19:42
663,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,666,2025-10-17T13:19:42
664,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,667,2025-10-17T13:19:42
664,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,667,2025-10-17T13:19:42
665,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,668,2025-10-17T13:19:42
665,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,668,2025-10-17T13:19:42
666,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,669,2025-10-17T13:19:42
666,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,669,2025-10-17T13:19:42
667,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,670,2025-10-17T13:19:42
667,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,670,2025-10-17T13:19:42
668,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,671,2025-10-17T13:19:42
668,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,671,2025-10-17T13:19:42
669,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,672,2025-10-17T13:19:43
669,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,672,2025-10-17T13:19:43
670,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,673,2025-10-17T13:19:43
670,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,673,2025-10-17T13:19:43
671,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,674,2025-10-17T13:19:43
671,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,674,2025-10-17T13:19:43
672,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,675,2025-10-17T13:19:43
672,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,675,2025-10-17T13:19:43
673,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,676,2025-10-17T13:19:43
673,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,676,2025-10-17T13:19:43
674,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,677,2025-10-17T13:19:43
674,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,677,2025-10-17T13:19:43
675,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,678,2025-10-17T13:19:43
675,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,678,2025-10-17T13:19:43
676,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,679,2025-10-17T13:19:43
676,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,679,2025-10-17T13:19:43
677,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,680,2025-10-17T13:19:43
677,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,680,2025-10-17T13:19:43
678,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,681,2025-10-17T13:19:43
678,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,681,2025-10-17T13:19:43
679,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,682,2025-10-17T13:19:43
679,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,682,2025-10-17T13:19:43
680,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,683,2025-10-17T13:19:43
